person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_term_days,Loan_Status,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
22,84073,4,10233,19.69,720,1,0,1,0,0,0,0,1
31,61175,0,13839,13.78,3600,1,0,1,0,0,0,1,0
47,70247,21,14764,5.14,1800,1,1,0,0,0,0,0,0
49,41848,9,26632,14.99,720,1,1,0,0,0,1,0,0
45,36480,7,19858,9.48,720,1,1,0,0,0,0,0,1
67,94434,12,7834,8.4,1800,1,1,0,0,0,0,0,1
40,52346,13,32036,19.92,1800,0,0,0,0,0,0,1,0
47,57065,9,16445,5.42,720,1,0,0,0,0,0,1,0
45,70819,0,16450,18.05,3600,1,0,1,0,0,0,1,0
52,70204,5,18664,19.19,1800,1,0,0,1,0,0,0,0
40,25397,11,5492,10.49,360,1,0,1,0,0,0,1,0
54,129540,19,1905,11.99,360,1,0,1,1,0,0,0,0
53,64389,14,5246,14.6,1800,1,0,1,0,0,0,0,0
60,53019,12,8547,5.35,3600,1,0,1,0,0,1,0,0
66,77536,14,23318,14.81,1800,1,0,0,0,0,1,0,0
37,69004,24,13558,6.71,720,1,0,1,0,0,0,0,1
30,94867,27,23295,5.16,360,1,0,0,0,0,0,0,1
42,82684,15,5208,5.91,3600,1,0,0,0,0,0,0,1
67,92107,23,29911,8.28,720,1,1,0,0,0,1,0,0
41,134671,11,10935,11.08,1800,1,0,1,0,0,0,0,1
36,101739,19,33529,18.23,3600,0,1,0,1,0,0,0,0
24,54377,1,33017,11.78,360,1,1,0,0,0,0,0,1
63,30523,11,32413,10.84,3600,0,0,0,0,0,0,0,0
30,162865,26,28343,8.09,1800,1,1,0,0,0,0,0,1
49,51915,1,10102,19.98,1080,1,0,0,1,0,0,0,0
34,45077,28,7498,15.0,360,1,1,0,0,1,0,0,0
46,21119,28,2670,11.79,1080,1,0,1,0,0,1,0,0
54,73356,21,11631,9.84,360,1,0,1,0,1,0,0,0
52,65468,29,19173,12.12,3600,1,0,0,0,0,1,0,0
39,24123,2,24409,16.33,1800,0,1,0,0,0,1,0,0
35,78587,16,31916,9.87,720,1,0,1,1,0,0,0,0
53,44404,29,19396,9.12,720,1,0,1,0,0,1,0,0
21,300796,1,31948,8.38,1800,1,0,1,0,0,0,1,0
54,42547,26,22145,10.69,360,1,1,0,0,0,0,0,1
59,46114,6,21876,5.46,1800,1,0,0,1,0,0,0,0
47,35423,19,1168,16.19,1080,1,1,0,0,0,0,0,1
66,128891,13,12408,19.31,3600,1,0,0,0,0,0,0,0
58,47874,8,32021,18.58,1080,0,0,0,0,0,0,0,1
25,38756,28,19748,16.5,1080,1,1,0,1,0,0,0,0
28,91507,9,21585,15.46,360,1,0,1,0,0,0,1,0
39,26154,25,20789,9.49,1800,1,0,0,0,0,0,1,0
20,87122,4,11127,6.63,3600,1,0,1,0,0,1,0,0
27,174353,29,25846,11.64,360,1,0,1,0,0,0,1,0
42,84117,10,9615,17.66,1800,1,0,1,0,0,0,0,0
22,87793,3,16814,13.13,720,1,0,1,0,0,0,0,0
23,100915,1,31816,15.67,720,1,1,0,0,0,0,0,1
44,167012,28,23700,18.8,360,1,0,1,0,0,0,0,0
66,123739,27,12449,15.22,360,1,1,0,1,0,0,0,0
57,77948,12,13741,6.02,1080,1,1,0,0,0,1,0,0
34,102984,9,23178,6.4,3600,1,1,0,0,0,0,0,0
40,35187,15,2925,6.22,3600,1,0,1,0,0,1,0,0
54,95394,9,31660,10.37,1800,1,0,0,0,1,0,0,0
65,32750,9,24350,9.31,1800,1,1,0,0,0,1,0,0
33,48039,27,12304,6.65,1800,1,0,1,0,0,0,0,1
55,9418,11,23496,10.88,720,0,0,0,1,0,0,0,0
31,76180,0,10513,7.91,1080,1,0,1,0,1,0,0,0
36,40687,27,11629,10.79,360,1,0,0,0,0,0,0,1
58,116621,17,10369,11.67,1800,1,0,0,0,0,0,0,0
28,75668,19,12737,5.08,1800,1,0,1,0,1,0,0,0
54,117531,27,16064,15.45,1080,1,0,0,0,1,0,0,0
32,31252,27,7934,10.58,3600,1,0,1,0,0,0,0,0
34,111639,10,7066,16.66,1800,1,0,0,0,0,1,0,0
37,211824,6,26434,6.72,3600,1,0,1,0,1,0,0,0
52,94702,13,33984,9.36,3600,1,1,0,0,0,0,1,0
25,96202,7,33498,9.04,1800,1,0,0,0,0,1,0,0
46,66287,29,16647,5.15,3600,1,0,0,1,0,0,0,0
42,43704,3,2767,12.19,1800,1,0,1,0,0,0,1,0
46,94534,2,2810,19.45,360,1,1,0,0,0,0,1,0
53,24254,9,25789,5.21,1080,0,0,0,0,0,0,1,0
65,46599,8,5746,14.32,1800,1,1,0,0,0,0,0,0
57,20689,14,16189,17.85,1800,0,0,0,1,0,0,0,0
33,39253,7,14011,16.89,1800,1,0,0,0,0,0,0,0
55,88011,12,32150,9.31,3600,0,0,1,0,0,1,0,0
27,81083,21,27959,7.63,360,1,0,0,0,1,0,0,0
54,61731,24,5741,8.21,360,1,0,0,0,0,1,0,0
38,66319,23,11600,10.2,720,1,0,1,0,0,1,0,0
49,19311,6,28074,6.55,360,0,0,1,0,0,1,0,0
33,47880,12,29221,9.1,720,1,0,1,0,0,0,0,0
39,39782,5,12026,8.43,1080,1,0,1,0,0,0,1,0
68,40318,9,18658,19.58,720,1,0,0,1,0,0,0,0
44,85797,18,30033,15.06,720,1,0,1,0,0,0,0,1
59,35728,27,16572,14.4,360,1,0,1,0,1,0,0,0
43,41655,10,26797,18.27,720,0,0,1,0,0,0,0,1
33,17115,28,28373,7.64,360,0,0,1,0,0,1,0,0
45,50187,15,33248,6.08,1800,1,1,0,0,1,0,0,0
57,31172,21,25451,18.17,360,0,0,0,0,0,0,0,0
42,62788,19,25442,10.28,1800,1,1,0,0,0,1,0,0
41,33837,20,1108,10.77,720,1,0,1,0,1,0,0,0
67,63750,22,24052,5.46,720,1,0,0,0,0,0,0,0
38,54895,28,32398,5.23,720,1,0,0,0,1,0,0,0
65,163280,13,4897,15.48,3600,1,1,0,0,0,0,1,0
22,80686,2,28778,14.66,1080,1,0,1,1,0,0,0,0
61,19855,27,15961,9.25,360,0,0,1,0,0,1,0,0
38,28031,8,7713,8.21,1080,1,0,1,1,0,0,0,0
28,61890,15,23997,16.98,720,1,0,0,0,0,0,1,0
47,34272,8,6532,6.22,360,1,0,0,0,0,0,0,1
39,10086,5,14162,14.41,360,0,0,1,0,1,0,0,0
64,134554,5,25454,6.51,720,1,0,1,0,0,1,0,0
26,92238,28,25498,19.68,1080,1,1,0,0,1,0,0,0
33,81845,17,8235,19.75,1800,1,0,1,0,0,0,0,1
28,41589,23,32210,9.1,1080,1,0,0,1,0,0,0,0
38,77389,18,2983,14.55,1080,1,0,0,0,1,0,0,0
66,39237,16,24714,5.25,1800,1,1,0,0,1,0,0,0
33,67704,3,20258,9.96,1800,1,0,1,1,0,0,0,0
57,34463,20,32621,8.56,1800,0,0,0,0,0,0,0,1
55,148712,18,13129,9.39,720,1,1,0,0,0,0,1,0
59,23338,29,20598,11.18,3600,0,0,0,1,0,0,0,0
36,125413,22,29168,11.25,720,1,0,1,0,1,0,0,0
49,61288,26,6933,10.88,3600,1,0,1,0,0,0,0,0
28,44637,20,18799,17.34,1080,1,0,0,1,0,0,0,0
52,66184,10,21889,5.84,1080,1,1,0,1,0,0,0,0
44,92967,25,30456,9.86,1080,1,0,1,0,0,0,0,0
33,135950,20,8065,5.37,1800,1,0,1,0,1,0,0,0
30,72249,21,14123,6.21,360,1,0,1,1,0,0,0,0
54,35086,10,23471,16.87,360,1,0,0,0,0,0,1,0
60,61906,10,29759,7.48,1800,1,0,1,0,0,0,0,0
33,178095,21,6974,10.2,1800,1,1,0,1,0,0,0,0
49,134404,24,2318,17.54,1080,1,1,0,0,0,0,0,0
60,103286,18,22994,15.56,3600,1,0,0,1,0,0,0,0
23,96510,1,18234,8.03,360,1,0,1,1,0,0,0,0
23,91096,4,32939,19.87,720,1,0,1,0,0,1,0,0
47,120000,22,25755,9.01,1800,1,0,1,1,0,0,0,0
27,45525,15,3425,9.27,720,1,0,1,0,0,1,0,0
21,26554,1,20952,14.78,1800,0,1,0,1,0,0,0,0
60,62405,20,23922,15.67,360,1,1,0,0,1,0,0,0
65,36660,22,33978,13.77,3600,0,0,0,0,1,0,0,0
41,31792,7,5145,7.43,360,1,1,0,0,0,0,1,0
60,38864,8,15643,6.14,1080,1,0,1,0,0,0,0,1
35,265983,23,8217,18.99,720,1,1,0,0,0,1,0,0
48,64969,11,21256,10.22,1080,1,0,0,0,0,0,0,1
68,74395,11,18768,17.73,720,1,0,0,0,0,0,0,1
67,28755,1,15771,7.58,360,1,0,0,0,0,0,1,0
49,19806,26,3781,12.6,1800,1,0,0,0,0,0,1,0
31,36628,5,32337,18.17,720,0,0,1,0,0,0,1,0
54,141905,3,17112,10.73,1080,1,0,1,0,0,0,0,1
30,73171,28,32413,5.24,720,1,0,0,1,0,0,0,0
65,85747,12,10921,19.16,720,1,0,0,0,0,0,0,0
69,93259,29,21335,14.53,3600,1,0,1,0,0,0,1,0
40,41990,3,30503,8.27,720,0,0,1,0,1,0,0,0
40,137692,8,18149,16.39,720,1,0,0,0,0,1,0,0
24,40958,3,11998,8.67,720,1,0,0,1,0,0,0,0
67,139210,5,29982,6.1,3600,1,0,1,0,0,0,1,0
39,78071,17,29126,5.22,1800,1,0,1,0,1,0,0,0
56,20467,14,33323,5.11,3600,0,0,0,0,0,0,1,0
22,38223,1,26703,6.6,720,1,1,0,0,1,0,0,0
63,20517,0,8715,11.71,3600,0,0,0,0,0,0,1,0
52,120327,9,19844,19.56,360,1,0,1,0,0,0,0,0
28,58992,29,19224,12.6,360,1,0,0,1,0,0,0,0
28,15724,3,2996,8.49,3600,1,0,1,0,0,0,1,0
23,75015,1,24149,16.79,1080,1,0,0,1,0,0,0,0
54,43377,3,22982,17.37,720,1,0,1,1,0,0,0,0
36,24580,17,12621,14.07,720,1,1,0,0,0,0,0,1
53,163861,12,7816,10.29,720,1,1,0,1,0,0,0,0
43,63855,23,10584,11.09,360,1,0,0,0,0,0,0,0
51,50208,21,7689,15.27,1800,1,0,1,0,0,0,0,0
20,47114,1,27489,7.34,720,0,0,0,0,0,0,0,0
27,24149,19,13413,6.57,360,1,0,1,0,0,0,0,0
64,27371,9,7074,9.03,720,1,0,0,0,0,0,1,0
42,129437,20,9038,14.7,3600,1,0,1,1,0,0,0,0
66,45056,0,28087,10.47,1800,1,0,0,0,0,0,0,1
59,60672,1,25590,7.44,360,1,0,0,0,0,0,1,0
31,17560,8,8706,13.86,1080,1,0,1,0,0,1,0,0
31,27150,0,5001,11.66,360,1,0,1,0,0,0,1,0
65,86326,14,33441,15.92,360,1,0,0,0,0,0,1,0
66,75103,26,4369,15.67,1800,1,0,1,0,0,0,1,0
34,171446,14,33148,19.11,1800,1,0,0,0,0,0,1,0
60,134023,23,18432,15.28,360,1,0,1,0,0,0,0,1
38,52134,27,13263,15.54,1800,1,0,0,0,0,0,0,0
45,79520,26,8228,7.02,1800,1,0,0,1,0,0,0,0
48,49515,24,28498,7.35,3600,1,0,0,0,1,0,0,0
41,205435,1,19714,16.39,360,1,0,0,0,0,0,0,0
59,119301,11,21355,15.61,360,1,1,0,0,0,0,0,1
40,66291,17,8006,8.37,360,1,0,1,0,0,0,0,1
57,67523,22,30458,8.11,720,1,0,1,0,0,0,1,0
39,142473,9,7716,7.88,720,1,0,1,0,1,0,0,0
48,84774,29,30200,7.87,720,1,0,1,0,0,0,1,0
23,152539,4,8375,5.73,720,1,1,0,1,0,0,0,0
26,16055,8,27436,15.42,360,0,0,0,0,0,0,1,0
47,78963,25,14455,12.12,3600,1,0,1,1,0,0,0,0
47,43946,24,18303,5.83,360,1,0,1,0,0,0,0,1
23,171755,2,17177,13.07,1080,1,1,0,0,1,0,0,0
41,151424,22,3704,5.7,1800,1,0,0,0,1,0,0,0
31,61065,21,32769,14.59,360,0,0,1,1,0,0,0,0
64,150448,7,21139,15.4,360,1,0,1,1,0,0,0,0
22,174532,2,15122,16.19,3600,1,0,1,0,0,1,0,0
41,62607,23,31187,12.67,1080,1,0,1,0,0,0,1,0
63,263856,23,17696,15.6,3600,1,0,0,0,0,0,0,0
21,58758,3,18666,15.48,1080,1,0,0,0,0,1,0,0
43,52642,26,6318,17.57,3600,1,0,0,0,0,1,0,0
53,100661,25,32556,15.26,720,1,0,0,0,0,1,0,0
46,48422,15,1915,5.6,1800,1,0,0,0,0,0,0,0
60,63019,5,5965,8.33,1800,1,1,0,0,0,0,0,0
20,139477,0,18284,10.3,720,1,0,1,0,0,1,0,0
27,60568,20,19072,7.78,1080,1,0,1,0,1,0,0,0
42,21654,3,21360,16.21,1080,0,1,0,0,0,0,0,1
57,74636,22,22357,9.13,360,1,0,0,0,0,1,0,0
25,39427,18,29884,12.86,360,1,1,0,0,1,0,0,0
41,100625,23,11615,9.58,1800,1,0,0,0,1,0,0,0
44,90918,14,27501,15.18,3600,0,0,1,1,0,0,0,0
37,144761,23,4586,15.13,1080,1,0,1,1,0,0,0,0
36,103209,10,17969,19.59,1080,1,0,0,0,1,0,0,0
31,115167,20,17020,14.19,1800,1,0,0,0,0,0,0,0
25,40076,9,32432,17.45,3600,0,1,0,1,0,0,0,0
45,96992,7,23056,15.89,1080,1,0,1,0,0,0,1,0
46,195061,2,28074,5.17,1080,1,0,1,0,0,0,1,0
27,39608,18,16195,9.11,1800,1,0,1,0,0,1,0,0
38,176282,3,34257,5.79,1800,1,1,0,0,1,0,0,0
61,43061,28,4670,5.43,1080,1,0,1,0,0,0,1,0
20,35911,1,15770,13.84,1080,1,1,0,0,0,0,1,0
48,71519,8,28555,7.83,3600,1,1,0,0,1,0,0,0
64,92000,20,7636,13.98,720,1,1,0,0,0,1,0,0
68,103471,21,3807,10.6,1080,1,0,0,0,0,0,1,0
54,33622,19,10587,19.0,1800,1,0,0,0,0,0,0,1
59,77708,29,30513,7.92,360,1,0,1,0,1,0,0,0
33,39682,12,32338,12.58,720,0,0,1,0,1,0,0,0
54,24505,8,9760,11.98,360,1,0,1,0,0,0,1,0
67,34295,19,28064,9.13,720,0,0,1,0,0,0,0,0
64,38156,18,17375,10.68,360,1,0,1,0,0,0,0,1
39,81875,15,25765,5.82,1800,1,0,1,0,0,1,0,0
68,119530,17,33834,5.65,1080,1,0,1,0,1,0,0,0
32,24737,18,26314,5.94,360,1,0,0,0,1,0,0,0
57,73952,16,27025,14.87,1800,1,0,0,0,0,1,0,0
68,29554,11,13257,6.62,720,1,0,0,0,0,0,0,1
65,87330,10,13845,11.15,1800,1,0,0,0,0,1,0,0
68,41206,23,11051,12.3,1800,1,0,0,0,0,0,0,0
27,31863,16,10843,11.86,720,1,0,0,0,1,0,0,0
62,96741,5,9505,5.47,360,1,0,0,1,0,0,0,0
39,42101,26,21910,10.09,720,1,1,0,1,0,0,0,0
52,49534,14,5077,19.52,720,1,0,0,0,0,1,0,0
45,15803,1,26630,13.57,3600,0,0,1,0,1,0,0,0
58,105654,13,1409,10.49,720,1,0,1,0,0,0,0,0
40,97982,26,22881,15.41,360,1,0,1,0,0,1,0,0
68,60070,26,30754,9.85,3600,1,1,0,1,0,0,0,0
61,23943,2,11191,16.58,1800,0,0,0,0,0,0,0,0
62,123700,24,28861,11.6,720,1,0,0,0,0,1,0,0
60,40144,11,29895,16.67,3600,0,0,0,0,0,0,1,0
28,45614,28,7250,16.57,1080,1,0,1,1,0,0,0,0
43,239719,24,14749,10.01,1800,1,0,0,1,0,0,0,0
56,39254,5,18869,10.56,1080,1,0,0,0,0,0,0,0
68,93463,22,10780,12.26,3600,1,0,1,0,0,0,1,0
60,83889,4,22071,13.98,720,1,1,0,0,0,0,1,0
36,75667,6,20476,19.38,360,1,0,1,0,1,0,0,0
43,70912,5,25934,15.08,1800,0,0,1,0,1,0,0,0
40,75044,20,20953,9.65,3600,1,1,0,0,0,0,0,1
58,70485,18,19284,15.29,720,0,1,0,1,0,0,0,0
60,58037,13,33830,7.66,3600,0,0,1,0,0,0,0,1
58,148266,17,23761,12.83,360,1,0,0,0,0,0,1,0
32,27238,20,16586,12.56,1800,1,0,0,0,0,0,0,0
30,110511,13,15176,6.99,3600,1,0,1,0,0,1,0,0
65,98066,7,27844,12.72,720,1,0,0,0,1,0,0,0
38,91038,13,32147,15.74,720,1,1,0,0,0,1,0,0
30,117030,20,5265,12.4,3600,1,1,0,1,0,0,0,0
32,56638,18,23438,11.01,360,1,0,0,0,0,0,1,0
65,19508,25,34699,14.9,720,0,0,1,0,0,0,0,1
64,57332,2,29658,12.37,360,1,1,0,0,0,0,0,0
20,33033,1,2716,10.06,720,1,0,0,0,0,1,0,0
59,38595,20,24163,11.69,1080,1,0,0,0,0,1,0,0
63,28411,29,21064,6.17,360,0,0,1,0,0,1,0,0
38,44962,15,21219,17.18,360,1,0,0,0,1,0,0,0
31,41857,24,19607,10.15,1800,1,0,0,0,0,0,0,1
27,14378,14,4567,14.28,3600,1,0,0,0,1,0,0,0
27,91138,13,5267,13.35,3600,1,0,0,0,1,0,0,0
64,226883,14,12737,7.82,360,1,0,1,0,1,0,0,0
31,86141,23,12654,10.3,1800,1,0,1,0,1,0,0,0
67,53010,6,18064,19.48,1080,1,0,1,1,0,0,0,0
52,57939,4,31118,16.04,1800,1,0,0,1,0,0,0,0
64,46509,8,29511,11.17,720,1,0,0,0,1,0,0,0
45,63197,15,9099,18.41,3600,1,0,0,0,0,0,0,0
58,58559,27,17860,13.79,1800,1,0,1,0,0,0,0,1
47,36147,1,7919,17.7,3600,1,0,0,1,0,0,0,0
24,164346,4,34386,12.89,1800,1,0,0,0,0,0,1,0
27,24531,22,34322,18.97,720,0,0,1,0,0,0,0,1
44,92133,6,9462,17.54,360,1,0,0,0,1,0,0,0
46,56346,11,16309,6.2,360,1,0,0,0,1,0,0,0
65,187306,26,23581,15.24,720,1,0,0,0,0,1,0,0
42,73461,28,29466,11.69,360,1,0,1,0,0,1,0,0
49,48245,15,14196,7.26,1800,1,0,1,0,0,0,0,1
64,51605,3,15113,17.02,3600,0,0,0,0,0,0,0,1
66,61325,1,17562,12.35,720,1,0,0,0,0,0,0,1
42,30161,16,11566,8.03,3600,1,1,0,0,0,1,0,0
68,37792,16,23882,9.87,1800,1,1,0,0,0,0,0,0
66,20517,2,12382,7.52,720,1,0,0,0,1,0,0,0
39,34413,15,18698,14.2,3600,0,1,0,1,0,0,0,0
37,63344,22,32690,14.53,1800,1,0,0,0,0,0,0,1
37,71689,26,28348,9.42,1800,1,0,1,1,0,0,0,0
21,18258,4,32252,9.16,360,0,0,1,0,0,0,1,0
23,55142,1,31889,6.66,1800,0,0,1,1,0,0,0,0
49,83955,27,5793,19.63,1080,1,0,1,1,0,0,0,0
52,54298,12,9995,9.71,3600,1,0,0,0,0,0,1,0
55,40934,8,5239,13.99,1800,1,0,1,0,0,0,1,0
37,46756,7,32524,7.83,720,1,0,1,0,1,0,0,0
56,43284,0,34011,15.8,1800,0,1,0,0,0,0,0,1
38,40862,29,7391,14.91,720,1,1,0,0,1,0,0,0
66,66455,3,21034,6.85,360,1,1,0,0,0,0,1,0
47,239094,20,7013,5.27,360,1,1,0,0,0,0,1,0
59,38322,6,11348,5.33,1800,0,0,1,0,0,1,0,0
39,49469,10,26250,9.33,1080,1,0,1,1,0,0,0,0
68,58045,7,19056,11.17,360,1,0,1,0,0,0,0,0
52,39639,7,24116,19.98,1080,1,0,0,0,1,0,0,0
31,115721,19,24702,19.4,360,1,1,0,1,0,0,0,0
34,14435,29,28956,7.37,3600,0,0,1,0,0,0,0,0
60,43536,10,9880,14.84,3600,1,1,0,0,0,0,1,0
58,97830,6,24403,8.42,1080,1,0,0,0,1,0,0,0
21,50188,3,11149,5.4,720,1,0,1,0,1,0,0,0
48,36588,10,15750,14.5,720,0,0,0,0,0,1,0,0
60,77999,17,17060,7.68,720,1,0,1,0,1,0,0,0
29,103136,24,12758,9.65,3600,1,0,1,1,0,0,0,0
21,67940,1,23505,8.69,1800,1,0,0,1,0,0,0,0
30,37022,3,7115,8.16,1800,1,0,1,0,0,0,0,0
32,78725,5,9085,5.49,1080,1,0,0,0,1,0,0,0
29,47040,6,8618,16.56,360,1,0,1,0,0,0,0,1
33,93630,9,8374,8.86,1800,1,1,0,0,1,0,0,0
37,145794,7,3875,19.7,3600,0,0,1,1,0,0,0,0
28,12539,3,22984,19.82,1080,0,0,1,0,0,0,1,0
58,64000,8,10863,18.06,360,1,0,1,0,0,0,0,0
47,21132,5,17514,18.55,1800,0,0,0,1,0,0,0,0
22,259126,0,7276,5.62,720,1,0,0,0,0,0,0,1
39,45212,18,4009,15.31,1080,1,0,1,1,0,0,0,0
25,93697,13,2789,6.55,1800,1,0,1,0,1,0,0,0
46,58618,0,3471,11.54,360,1,1,0,0,0,0,0,0
21,36980,4,15972,11.97,1800,1,1,0,0,0,0,0,1
48,34432,21,10648,5.63,1800,1,0,0,0,0,1,0,0
57,155035,6,15431,10.83,1800,1,0,0,1,0,0,0,0
22,106251,0,34768,9.24,360,1,0,0,0,0,0,0,1
35,192172,16,25683,13.86,3600,1,0,1,0,0,0,1,0
49,61899,20,1278,11.72,1800,1,0,1,0,0,0,0,0
59,71164,20,28093,14.32,3600,1,0,0,0,0,0,0,1
21,51005,0,9147,5.03,1080,1,1,0,0,0,0,0,0
36,50400,6,20584,16.61,720,1,0,0,0,1,0,0,0
60,32044,13,15968,12.65,360,1,1,0,0,1,0,0,0
31,62969,6,1092,7.48,360,1,1,0,0,0,1,0,0
54,37288,21,24794,11.01,720,1,0,0,0,0,0,0,0
62,78053,12,17405,10.13,360,1,0,1,0,0,1,0,0
20,66304,4,20996,17.86,360,0,0,1,0,1,0,0,0
64,71154,27,3186,17.43,1080,1,0,0,1,0,0,0,0
34,163583,21,12116,7.39,720,1,0,1,1,0,0,0,0
45,58534,25,34330,17.71,3600,0,0,1,1,0,0,0,0
56,94281,17,25810,14.13,720,1,1,0,0,0,0,1,0
40,205028,20,15475,8.75,1080,1,0,0,1,0,0,0,0
68,131133,6,3778,18.97,1800,1,0,1,0,0,0,1,0
50,119599,1,25420,10.57,1800,1,1,0,0,0,0,1,0
44,49810,20,6212,16.9,1080,1,0,1,0,0,1,0,0
42,68719,18,24601,15.06,1080,1,0,0,1,0,0,0,0
43,27147,13,20381,16.94,1080,0,0,0,0,0,0,1,0
57,80769,24,25178,6.42,1080,1,0,0,0,0,0,0,0
47,70592,25,30644,8.13,3600,1,0,0,0,0,1,0,0
40,60720,0,10542,15.71,720,1,0,0,1,0,0,0,0
62,110892,15,26993,7.21,1800,1,0,0,0,1,0,0,0
37,29008,6,9356,16.26,720,1,0,1,0,0,0,1,0
55,159678,25,34760,9.6,1080,1,0,1,0,0,0,1,0
54,102853,15,29206,14.05,720,1,0,0,0,0,1,0,0
64,57389,19,14293,10.49,3600,1,0,0,0,0,1,0,0
28,54762,11,9060,14.0,1080,1,0,0,0,0,1,0,0
57,79886,4,19319,14.3,360,1,0,1,0,1,0,0,0
49,149120,16,17191,11.51,3600,1,0,0,1,0,0,0,0
63,63637,20,16048,18.94,720,1,0,0,0,0,0,1,0
53,65278,26,30532,19.58,720,1,0,0,0,0,0,0,0
51,60528,23,2380,18.59,360,1,0,0,0,1,0,0,0
22,174418,3,14986,16.03,360,1,0,0,0,0,0,0,0
22,47986,4,32288,6.85,1080,0,0,1,0,0,0,0,0
47,58823,21,2284,18.91,1800,1,0,1,0,0,1,0,0
63,144070,28,7683,14.55,3600,1,0,0,0,0,1,0,0
34,65395,15,8430,6.47,1800,1,0,1,0,1,0,0,0
60,118448,12,14054,14.93,720,1,0,0,0,1,0,0,0
42,34656,17,16632,10.33,360,1,1,0,0,0,1,0,0
59,52935,17,2269,18.57,360,1,0,0,1,0,0,0,0
30,145897,26,24444,15.72,360,1,1,0,0,1,0,0,0
67,39902,8,25737,14.18,3600,0,0,0,0,1,0,0,0
51,54678,27,32024,8.42,1080,1,0,1,0,0,0,1,0
55,69843,0,22331,17.75,720,1,0,1,0,0,0,0,0
52,33074,27,12497,18.83,360,1,0,0,0,0,0,1,0
43,46710,1,20965,14.46,720,1,0,1,0,0,0,0,0
58,64060,7,33364,18.48,360,1,0,0,0,0,0,1,0
53,61574,12,34844,7.77,720,1,1,0,0,0,1,0,0
47,129083,5,27075,12.26,1800,1,0,0,1,0,0,0,0
56,150975,18,18345,6.94,3600,1,0,1,0,0,0,0,0
26,35823,18,16328,16.25,720,1,1,0,0,0,0,0,1
23,64007,0,7180,11.39,3600,1,0,0,0,0,0,0,0
56,89728,26,7223,18.64,1800,1,0,1,0,1,0,0,0
20,148718,3,11546,18.79,720,1,0,0,1,0,0,0,0
20,92142,4,11170,12.9,3600,0,0,1,0,0,0,1,0
66,71292,9,33610,6.52,360,1,0,1,0,0,0,0,0
39,89315,4,31858,10.25,360,1,0,1,0,0,0,1,0
38,89703,22,16750,18.55,720,1,0,1,0,0,1,0,0
48,34316,21,7826,12.98,3600,1,0,0,1,0,0,0,0
29,67216,29,2852,6.9,1080,1,1,0,1,0,0,0,0
37,143701,0,15497,6.03,1080,1,0,1,0,0,0,0,0
47,52869,12,18625,19.1,1800,1,0,1,0,0,0,1,0
54,64709,11,10122,16.16,360,1,0,0,0,0,0,0,1
62,51766,9,20309,13.88,1800,1,0,0,0,0,0,1,0
66,14938,2,1725,5.74,1080,1,0,1,0,0,0,1,0
50,60618,14,12347,15.0,1080,1,0,1,0,1,0,0,0
46,71759,29,33996,19.03,3600,0,0,0,0,0,0,1,0
30,44024,4,25834,10.79,720,0,0,1,0,0,0,1,0
68,29948,27,24267,16.58,360,0,0,1,0,0,0,1,0
68,35299,18,25690,16.28,1800,0,0,1,0,1,0,0,0
57,94704,18,27371,16.82,360,1,1,0,0,0,0,0,0
24,195538,2,17325,10.99,1080,1,0,0,0,0,0,0,0
27,137236,28,16281,14.67,360,1,1,0,0,0,0,0,1
53,26726,12,26547,6.26,1080,0,0,1,0,1,0,0,0
67,99985,7,10408,8.51,360,1,1,0,1,0,0,0,0
31,40219,25,4671,9.82,3600,1,0,1,1,0,0,0,0
57,42219,7,25274,16.92,1080,0,0,0,0,0,0,0,1
20,45379,3,8747,15.07,720,1,1,0,0,1,0,0,0
50,91458,23,28998,11.37,3600,1,0,0,0,1,0,0,0
23,106462,2,8363,11.01,360,1,1,0,0,0,0,1,0
68,56453,8,23594,11.72,360,1,0,0,0,0,1,0,0
64,57031,13,27203,13.11,3600,1,1,0,0,0,0,0,0
69,79107,4,14365,13.25,720,1,0,1,0,0,0,0,1
24,84187,3,22916,12.37,1800,1,0,0,1,0,0,0,0
49,121265,13,32052,13.92,1800,1,0,1,0,0,0,1,0
43,27705,9,3148,8.46,720,1,0,0,0,0,0,1,0
22,60597,4,26814,13.67,1800,1,0,1,0,1,0,0,0
30,31545,16,27433,19.69,360,0,0,1,0,0,0,1,0
64,58071,15,33787,10.57,1800,1,1,0,0,0,1,0,0
23,52276,0,8474,6.09,3600,1,0,0,0,0,0,0,1
45,58218,16,10057,18.03,3600,1,0,0,0,0,0,0,0
46,37054,15,27669,15.5,1800,0,0,0,0,0,0,0,0
65,24529,9,11864,18.55,1800,0,0,1,0,0,0,0,0
62,17040,17,2424,17.89,1080,1,0,0,0,0,0,1,0
46,55342,5,18901,17.34,1800,1,0,1,1,0,0,0,0
61,46230,16,27852,5.15,720,1,0,1,0,0,0,1,0
69,39912,8,12059,17.45,360,0,0,1,0,0,0,1,0
25,132392,21,11415,8.35,720,1,0,0,0,1,0,0,0
34,35751,7,9328,6.32,1800,1,0,1,0,1,0,0,0
